Name,Age,Class/Dept,Ticket,Joined,Job,Boat [Body]
"GOODWIN, Miss Lillian Augusta",16,3rd Class Passenger,2144£46 18s,Southampton,Servant,
"GOODWIN, Mr Charles Edward",14,3rd Class Passenger,2144£46 18s,Southampton,Scholar,
"GOODWIN, Master William Frederick",13,3rd Class Passenger,2144£46 18s,Southampton,,
"GOODWIN, Miss Jessie Allis Mary",12,3rd Class Passenger,2144£46 18s,Southampton,,
"GOODWIN, Master Harold Victor",10,3rd Class Passenger,2144£46 18s,Southampton,,
"GOODWIN, Master Sidney Leslie",1,3rd Class Passenger,2144£46 18s,Southampton,,[4]
"GORDON, Mr John",30,Engineering CrewSubstitute Crew,,Southampton,Trimmer,
"GOREE, Mr Frank",40,Engineering Crew,,Southampton,Greaser,[222]
"GORMAN, Mr David",32,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"GOSHAWK, Mr Alfred James",40,Victualling Crew,,Belfast,Saloon Steward (1st class),
"GOSLING, Mr Bertram James",22,Engineering Crew,,Southampton,Trimmer,
"GOSLING, Mr Frank Henry",25,Engineering Crew,,Southampton,Trimmer,
"GRACEY, Mr John",53,Deck Crew(Delivery trip only),,Belfast,Able Seaman,
"GRACIE, Colonel Archibald",53,1st Class Passenger,113780£28 10s,Southampton,Writer,B 
"GRADIDGE, Mr Ernest Edward",22,Engineering Crew,,Southampton,Fireman,[276]
"GRAHAM, Mr George Edward",38,1st Class Passenger,112053£30,Southampton,Sales Manager,[147]
"GRAHAM, Mrs Edith",58,1st Class Passenger,17582£153 9s 3d,Southampton,,3* 
"GRAHAM, Miss Margaret Edith",19,1st Class Passenger,17582£153 9s 3d,Southampton,,3* 
"GRAHAM, Mr Thomas Gibson",28,Engineering Crew,,Belfast,Fireman,
"GREEN, Mr George",41,3rd Class Passenger,21440£8 1s,Southampton,Farrier,
"GREEN, Mr George",20,Engineering Crew,,Southampton,Trimmer,
"GREENBERG, Mr Samuel",54,2nd Class Passenger,250647£13,Southampton,,[19]
"GREENFIELD, Mrs Blanche",45,1st Class Passenger,17759£63 7s 2d,Cherbourg,,7
"GREENFIELD, Mr William Bertram",23,1st Class Passenger,17759£63 7s 2d,Cherbourg,,7
"GREGG, Mr William John",43,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"GREGORY, Mr David",43,Engineering Crew,,Southampton,Greaser,
"GREGSON, Miss Mary Josephine",45,Victualling Crew,,Southampton,Stewardess,
"GROSCLAUDE, Mr Gérald",24,Restaurant Staff,,Southampton,Waiter,
"GRØNNESTAD, Mr Daniel Danielsen",32,3rd Class Passenger,8471£8 6s 15d,Southampton,General Labourer,
"GUEST, Mr Stephen",22,3rd Class Passenger,376563£8 1s,Southampton,General Labourer,
"GUGGENHEIM, Mr Benjamin",46,1st Class Passenger,17593£79 4s,Cherbourg,Businessman,
"GUMERY, Mr George",24,Engineering Crew,,Southampton,Mess Steward,
"GUNN, Mr Joseph Alfred",30,Victualling Crew,,Southampton,Assistant Saloon Steward (2nd Class),
"GUSTAFSSON, Mr Karl Gideon",19,3rd Class Passenger,347069£7 15s 6d,Southampton,General Labourer,
"GUSTAFSSON, Mr Alfred Ossian",19,3rd Class Passenger,7534£9 16s 11d,Southampton,General Labourer,
"GUSTAFSSON, Mr Anders Vilhelm",37,3rd Class Passenger,3101276£7 18s 6d,Southampton,General Labourer,[98]
"GUSTAFSSON, Mr Johan Birger",28,3rd Class Passenger,3101277£7 18s 6d,Southampton,,
"GUY, Mr Elgar John",29,Victualling Crew,,Southampton,Boots,5
"GWINN, Mr William Logan",37,Victualling CrewPostal Clerk,,Southampton,Postal Clerk / Postman,
"HAAS, Miss Aloisia",24,3rd Class Passenger,349236£8 17s,Southampton,General Labourer,
"HADDOCK, Mr Herbert James",51,Deck CrewTitanic Officers,,Belfast,Master,
"HADLEY, Mr John",50,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"HAGGAN, Mr John",35,Engineering Crew,,Belfast,Fireman,3* 
"HAGLAND, Mr Ingvald Olai Olsen",28,3rd Class Passenger,65303£6 19s 4d,Southampton,Fisherman,
"HAGLAND, Mr Konrad Mathias Reiersen",19,3rd Class Passenger,65304£6 19s 4d,Southampton,General Labourer,
"HAINES, Mr Albert",31,Deck Crew,,Belfast,Boatswain Mate,9
"HAKKARAINEN, Mr Pekka Pietari",28,3rd Class Passenger,3101279£15 17s,Southampton,General Labourer,
"HAKKARAINEN, Mrs Elin Matilda",24,3rd Class Passenger,3101279£15 17s,Southampton,,10* 
"HALE, Mr John",24,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"HALE, Mr Reginald",31,2nd Class Passenger,250653£13,Southampton,Gardener,[75]
"HALFORD, Mr Richard",27,Victualling Crew,,Southampton,3rd Class Steward,15* 
"HALL, Mr George",36,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"HALL, Mr Frank Alfred James",40,Victualling Crew,,Southampton,Scullion,
"HALL, Mr J.",32,Engineering Crew,,Southampton,Fireman,
"HALLETT, Mr George Alexander",23,Engineering Crew,,Southampton,Fireman,
"HALPIN, Mr Joseph",24,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"HÄMÄLÄINEN, Mrs Anna Lydia Amanda",23,2nd Class Passenger,250649£14 10s,Southampton,,
"HÄMÄLÄINEN, Master Viljo Unto Johannes",1,2nd Class Passenger,250649£14 10s,Southampton,,
"HAMBLYN, Mr Ernest William",47,Victualling Crew,,Southampton,2nd Class Bedroom Steward,
"HAMILTON, Mr Ernest",25,Victualling Crew,,Belfast,Assistant Smoke Room Steward (1st class),
"HAMILTON, Mr William John",24,Engineering Crew(Delivery trip only),,Belfast,Trimmer,
"HAMPE, Mr Léon Jérome",19,3rd Class Passenger,345769£9 10s,Southampton,Painter & Decorator,
"HANDS, Mr Bernard",54,Engineering Crew,,Southampton,Fireman,
"HANLEY, Mr William",24,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"?ANN?, Mr Mub?rik Sulaym?n Ab? ?s?",27,3rd Class Passenger,2663£7 4s 7d,Cherbourg,,15* 
"?ANN? AL-H?J, Mr Mans?r",35,3rd Class Passenger,2693£7 4s 7d,Cherbourg,,[188]
"HANNAM, Mr George",30,Engineering Crew,,Southampton,Fireman,
"HANSEN, Mr Claus Peter",41,3rd Class Passenger,350026£14 2s 2d,Southampton,Barber,
"HANSEN, Mrs Jennie Louise",45,3rd Class Passenger,350026£14 2s 2d,Southampton,,11* 
"HANSEN, Mr Henry Damsgaard",20,3rd Class Passenger,350059£7 17s 1d,Southampton,Manufacturer,[69]
"HANSEN, Mr Jens Henrik Marius Juul",25,3rd Class Passenger,350025£7 17s 1d,Southampton,Farmer,
"HARBECK, Mr William H.",45,2nd Class Passenger,248746£13,Southampton,Cinematographer,[35]
"HARDER, Mr William",39,Deck Crew,,Southampton,Window Cleaner,14
"HARDER, Mr George Achilles",25,1st Class Passenger,11765£55 8s 10d,Cherbourg,Businessman,5
"HARDER, Mrs Dorothy",21,1st Class Passenger,11765£55 8s 10d,Cherbourg,,5
"HARDING, Mr Alfred John",21,Victualling Crew,,Southampton,Assistant Pantry Steward (2nd class),
"HARDWICK, Mr Reginald",21,Victualling Crew,,Southampton,Kitchen Porter,
"HARDY, Mr John",40,Victualling Crew,,Belfast,Chief Second Class Steward,D 
"HARGADON, Miss Kate",17,3rd Class Passenger,30631£7 14s 8d,Queenstown,Cook,
"HARKIN, Mr Samuel",43,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"HARKNETT, Miss Alice Phoebe",21,3rd Class Passenger,6609£7 11s,Southampton,Domestic Kitchen Servant,
"HARMES, Mr Robert",30,Deck Crew(Delivery trip only),,Belfast,Able Seaman,
"HARPER, Mr Henry Sleeper",48,1st Class Passenger,17572£76 14s 7d,Cherbourg,Of Independent Means,3
"HARPER, Mrs Myra Raymond",49,1st Class Passenger,17572£76 14s 7d,Cherbourg,,3
"HARPER, Rev. John",39,2nd Class Passenger,248727£33,Southampton,Priest / Minister,
"HARPER, Miss Annie Jessie",6,2nd Class Passenger,248727£33,Southampton,,11
"HARRINGTON, Mr Henry Charles",37,1st Class PassengerServant,113796£42 8s,Southampton,Servant,
"HARRIS, Mr Charles William",19,Victualling Crew,,Southampton,Saloon Steward (2nd class),
"HARRIS, Mr Clifford Henry",17,Victualling Crew,,Southampton,Bell Boy,
"HARRIS, Mr Edward Matthew",17,Victualling Crew,,Southampton,Assistant Pantryman Steward (1st Class),
"HARRIS, Mr Henry Burkhardt",45,1st Class Passenger,36973£83 9s 6d,Southampton,Theatre Manager,
"HARRIS, Mrs Irene",35,1st Class Passenger,36973£83 9s 6d,Southampton,,D 
"HARRIS, Mr George",62,2nd Class Passenger,752£10 10s,Southampton,,15* 
"HARRIS, Mr Walter",45,2nd Class Passenger,14208£10 10s,Southampton,,
"HARRIS, Mr Amos",24,Engineering Crew,,Southampton,Trimmer,
"HARRIS, Mr Edward John",29,Engineering Crew,,Southampton,Fireman,
"HARRIS, Mr Fred",39,Engineering Crew,,Southampton,Fireman,14
"HARRIS, Mr Joseph",32,Deck Crew(Delivery trip only),,Belfast,Able Seaman,
"HARRISON, Mr Aragõa Drummond",40,Victualling Crew,,Southampton,Saloon Steward (1st class),9
"HARRISON, Mr William Henry",45,1st Class PassengerServant,112059,Southampton,Secretary,[110]
"HARRISON, Mr Norman E.",38,Engineering Crew,,Belfast,Junior 2nd. Engineer,
"HART, Mr Henry",30,3rd Class Passenger,394140£6 17s 2d,Queenstown,General Labourer,
"HART, Mr John Edward",31,Victualling Crew,,Southampton,Steward,15
"HART, Mr Benjamin",47,2nd Class Passenger,13529£26 5s,Southampton,Builder,
"HART, Mrs Emily Esther Louisa",48,2nd Class Passenger,13529£26 5s,Southampton,,14
"HART, Miss Eva Miriam",7,2nd Class Passenger,13529£26 5s,Southampton,,14
"HART, Mr James",54,Engineering Crew,,Southampton,Fireman,
"HARTLEY, Mr Wallace Henry",33,2nd Class PassengerMusician,250654,Southampton,Musician,[224]
"HARTNELL, Mr Fred",21,Victualling Crew,,Southampton,Saloon Steward,13* 
"HARVEY, Mr John",26,Engineering Crew(Delivery trip only),,Belfast,Trimmer,
"HARVEY, Mr Herbert Gifford",34,Engineering Crew,,Belfast,Junior Assistant 2nd. Engineer,
"HASSAB, Mr Hammad",27,1st Class PassengerServant,17572£76 14s 7d,Cherbourg,Servant,3
"HATCH, Mr Hugh",21,Victualling Crew,,Southampton,Scullion,
"HAVELING, Mr A.",26,Engineering CrewTransferred,,Southampton,Junior Assistant 4th Engineer,
"HAWKESWORTH, Mr James",52,Victualling Crew,,Southampton,Saloon Steward (2nd class),
"HAWKESWORTH, Mr William Walter",43,Victualling Crew,,Southampton,Deck Steward (1st class),
"HAWKSFORD, Mr Walter James",45,1st Class Passenger,16988£30,Southampton,Sales Manager,3* 
"HAYS, Mr Charles Melville",55,1st Class Passenger,12749£93 10s,Southampton,Businessman,[307]
"HAYS, Mrs Clara Jennings",52,1st Class Passenger,12749£93 10s,Southampton,,3
"HAYS, Miss Margaret Bechstein",24,1st Class Passenger,11767£83 3s 2d,Cherbourg,,7
"HAYTER, Mr Arthur",44,Victualling Crew,,Belfast,Bed Room Steward,[25]
"HEAD, Mr Christopher",42,1st Class Passenger,113038£42 10s,Southampton,Politician,
"HEAD, Mr Alfred",24,Engineering Crew,,Southampton,Fireman,
"HEALY, Miss Honor",33,3rd Class Passenger,370375£7 15s,Queenstown,Farmer,
"HEBB, Mr William Albert Thomas",22,Engineering Crew,,Southampton,Trimmer,B 
"HEDLEY, Mr Robert",45,Victualling Crew(Delivery trip only),,Belfast,Room Attendant,
"HEDLEY, Mr William",44,Deck Crew(Delivery trip only),,Belfast,Able Seaman,
"HEDMAN, Mr Oskar Arvid",27,3rd Class Passenger,347089£6 19s 6d,Southampton,Settler Recruiter,15* 
"HEE, Mr Ling",24,3rd Class Passenger,1601£56 9s 11d,Southampton,Seaman,
"HEGARTY, Miss Hanora",20,3rd Class Passenger,365226£6 15s,Queenstown,,
"HEIKKINEN, Miss Laina Maria",16,3rd Class Passenger,3101282£7 18s 6d,Southampton,,
"HEINEN, Mr Joseph Dominichus",30,Victualling Crew,,Southampton,Saloon Steward (2nd class),
"HEININEN, Miss Wendla Maria",23,3rd Class Passenger,3101290£7 18s 6d,Southampton,Servant,[8]
"HELLSTRÖM, Miss Hilda Maria",22,3rd Class Passenger,7548£8 19s 3d,Southampton,,C* 
"HEMMING, Mr Samuel Ernest",43,Deck Crew,,Belfast,Lamp Trimmer,4
"HENDEKOVI?, Mr Ignjac",30,3rd Class Passenger,349243£7 17s 11d,Southampton,General Labourer,[306]
"HENDRICKSON, Mr Charles Osker",28,Engineering Crew,,Southampton,Leading Fireman,1
"HENDY, Mr Edward Martin",39,Victualling Crew,,Belfast,Saloon Steward,
"HENRIKSSON, Miss Jenny Lovisa",28,3rd Class Passenger,347086£7 15s 6d,Southampton,Servant,[3]
"HENRY, Mr James",56,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"HENRY, Miss Bridget",22,3rd Class Passenger,382649£7 15s,Queenstown,,
"HENSFORD, Mr Herbert George Ernest",26,Victualling Crew,,Southampton,Assistant Butcher,
"HEPBURN, Mr William Spence",28,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"HERD, Mr Hugh",35,Engineering Crew(Delivery trip only),,Belfast,Trimmer,
"HERMAN, Mr Samuel",50,2nd Class Passenger,220845£65,Southampton,Farmer,
"HERMAN, Mrs Jane",50,2nd Class Passenger,220845£65,Southampton,,
"HERMAN, Miss Alice",24,2nd Class Passenger,220845£65,Southampton,,
"HERMAN, Miss Kate",24,2nd Class Passenger,220845£65,Southampton,,
"HESKETH, Mr John Henry",33,Engineering Crew,,Belfast,Second Engineer (refrigeration),
"HESLIN, Mr James",51,Engineering Crew,,Southampton,Trimmer,
"HEWITT, Mr Thomas",37,Victualling Crew,,Belfast,Bed Room Steward (1st class),[168]
"HEWLETT, Mrs Mary Dunbar",56,2nd Class Passenger,248706£16,Southampton,,13
"HICHENS, Mr Robert",29,Deck Crew,,Southampton,Quartermaster,6
"HICKMAN, Mr Leonard Mark",24,2nd Class Passenger,14879£73 10s,Southampton,,
"HICKMAN, Mr Lewis",30,2nd Class Passenger,14879£73 10s,Southampton,,[256]
"HICKMAN, Mr Stanley George",21,2nd Class Passenger,14879£73 10s,Southampton,,
"HILL, Mr Henry Parkinson",37,Victualling Crew,,Southampton,Steward,
"HILL, Mr James Colston",43,Victualling Crew,,Belfast,1st Class Bedroom Steward,[152]
"HILL, Mr James",25,Engineering Crew,,Southampton,Trimmer,
"HILLIARD, Mr Herbert Henry",44,1st Class Passenger,17463£51 17s 3d,Southampton,Buyer,
"HILTUNEN, Miss Martta Maria",18,2nd Class Passenger,250650£13,Southampton,,
"HINCKLEY, Mr George Herbert",40,Victualling Crew,,Southampton,Bathroom Steward (1st Class),[66]
"HINDS, Mr Charles",42,Deck Crew(Delivery trip only),,Belfast,Able Seaman,
"HINE, Mr William Edward",36,Victualling Crew,,Southampton,3rd Baker,
"HINTON, Mr Stephen William",30,Engineering Crew,,Southampton,Trimmer,[85]
"HIPKINS, Mr William Edward",55,1st Class Passenger,680£50,Southampton,Manufacturer,
"HIPPACH, Mrs Ida Sophia",44,1st Class Passenger,111361£57 19s 7d,Cherbourg,,4
"HIPPACH, Miss Gertrude Isabelle",17,1st Class Passenger,111361£57 19s 7d,Cherbourg,,4
"HIRVONEN, Mrs Helga Elisabeth Lindqvist",22,3rd Class Passenger,3101298£12 5s 9d,Southampton,,
"HIRVONEN, Miss Hildur Elisabeth",2,3rd Class Passenger,3101298£12 5s 9d,Southampton,,
"HISCOCK, Mr Sydney George",25,Victualling Crew,,Southampton,Plate Steward,
"HOARE, Mr Leonard James",18,Victualling Crew,,Belfast,Saloon Steward,
"HOCKING, Mr Richard George",23,2nd Class Passenger,29104£11 10s,Southampton,Baker,
"HOCKING, Mrs Eliza",54,2nd Class Passenger,29105£23,Southampton,,
"HOCKING, Miss Ellen",20,2nd Class Passenger,29105£23,Southampton,,
"HOCKING, Mr Samuel James Metcalfe",36,2nd Class Passenger,242963£13,Southampton,Painter & Decorator,
"HODGE, Mr Charley",29,Engineering Crew,,Belfast,Senior Assistant 3rd. Engineer,
"HODGES, Mr Henry Price",50,2nd Class Passenger,250643£13,Southampton,Musical Instrument Vendor,[149]
"HODGES, Mr W.",26,Engineering Crew,,Southampton,Fireman,
"HODGKINSON, Mr Leonard",46,Engineering Crew,,Belfast,Senior 4th. Engineer,
"HOGAN, Mr Albert John",19,Victualling Crew,,Southampton,Scullion,
"HOGEBOOM, Mrs Anna Louisa",51,1st Class Passenger,13502£77 19s 2d,Cherbourg,Of Independent Means,10
"HOGG, Mr George Alfred",29,Deck Crew,,Belfast,Lookout,7
"HOGG, Mr Charles William",43,Victualling Crew,,Southampton,1st Class Bedroom Steward,
"HOGUE, Mr E.",22,Victualling Crew,,Southampton,Plate Steward,
"HOLD, Mr Stephen",44,2nd Class Passenger,26707£26,Southampton,Clerk,
"HOLD, Mrs Annie Margaret",29,2nd Class Passenger,26707£26,Southampton,,
"HOLDEN, Mr Frank",29,Engineering CrewDeserted,,Southampton,Fireman,
"HOLLAND, Mr T.",28,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"HOLLAND, Mr James",30,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"HOLLAND, Mr Thomas",28,Victualling Crew,,Belfast,Reception Steward,
"HOLLOWAY, Mr Sidney",24,Victualling Crew,,Southampton,Assistant clothes presser steward,[273]
"HOLM, Mr John Fredrik Alexander",43,3rd Class Passenger,7075£6 9s,Southampton,Seaman,
"HOLMAN, Mr Harry",29,Deck Crew,,Belfast,Able Seaman,
"HOLMAN, Mr Percival Thomas",24,Engineering Crew(Delivery trip only),,Belfast,Trimmer,
"HOLME, Mr Nicholas Joseph",35,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"HOLTEN, Mr Johan Martin",18,3rd Class Passenger,4001£22 10s 6d,Southampton,Seaman,
"HOLVERSON, Mr Alexander Oskar",42,1st Class Passenger,113789£52,Southampton,,[38]
"HOLVERSON, Mrs Mary Alice",35,1st Class Passenger,113789£52,Southampton,,
"HOMER, Mr Harry Haven",40,1st Class Passenger,111426£26 11s,Southampton,Gambler,15* 
"HONKANEN, Miss Eliina",28,3rd Class Passenger,3101283£7 18s 6d,Southampton,,
"HOOD, Mr Ambrose",21,2nd Class Passenger,14879£73 10s,Southampton,,
"HOPGOOD, Mr Roland John C.",29,Engineering Crew,,Southampton,Fireman,
"HOPKINS, Mr Robert John",43,Deck Crew,,Belfast,Able Seaman,13
"HOPKINS, Mr Frederick William",14,Victualling Crew,,Southampton,Plate Steward,
"HORGAN, Mr John",22,3rd Class Passenger,370377£7 15s,Queenstown,General Labourer,
"HORNER, Mr Alex",38,Engineering Crew(Delivery trip only),,Belfast,Trimmer,
"HORSWILL, Mr Albert Edward James",33,Deck Crew,,Southampton,Able Seaman,1
"HOSGOOD, Mr Richard William",22,Engineering CrewSubstitute Crew,,Southampton,Fireman,[242]
"HOSKING, Mr George Fox",36,Engineering Crew,,Belfast,Senior 3rd. Engineer,
"HOSONO, Mr Masabumi",41,2nd Class Passenger,237798£13,Southampton,Civil Servant,10
"HOUSE, Mr William Charles",45,Victualling Crew,,Belfast,Saloon Steward (1st class),
"HOWARD, Miss May Elizabeth",26,3rd Class Passenger,39186£8 1s,Southampton,Laundry Worker,C 
"HOWARD, Mr Benjamin",63,2nd Class Passenger,24065£26,Southampton,Retired,
"HOWARD, Mrs Ellen Truelove",61,2nd Class Passenger,24065£26,Southampton,,
"HOWELL, Mr Arthur Albert",31,Victualling Crew,,Belfast,Saloon Steward (1st class),[319]
"HOYT, Mr Frederick Maxfield",38,1st Class Passenger,19943£100,Southampton,,D 
"HOYT, Mrs Jane Anne",33,1st Class Passenger,19943£100,Southampton,,D 
"HOYT, Mr William Fisher",43,1st Class Passenger,17600£30 13s 11d,Cherbourg,Businessman,14
"HUGHES, Mr William Thomas",34,Victualling Crew,,Southampton,Assistant Second Steward (1st Class),
"HUMBLEN, Mr Adolf Mathias Nicolai Olsen",42,3rd Class Passenger,348121£7 13s,Southampton,Farmer,[120]
"HUMBY, Mr Frederick",17,Victualling Crew,,Southampton,Plate Steward (2nd Class),
"HUME, Mr John Law",21,2nd Class PassengerMusician,250654,Southampton,Musician,[193]
"HUMPHREYS, Mr Sidney",52,Deck Crew,,Southampton,Quartermaster,11
"HUMPHREYS, Mr Humphrey",31,Victualling Crew,,Southampton,"Assistant Saloon Steward, 2nd Class",
"HUNT, Mr George Henry",34,2nd Class Passenger,1585£12 5s 6d,Southampton,Gardener,
"HUNT, Mr Albert Sylvanus",23,Engineering Crew,,Southampton,Trimmer,C 
"HUNT, Mr Tom",27,Engineering Crew,,Southampton,Fireman,
"HURST, Mr Charles John",40,Engineering Crew,,Southampton,Fireman,
"HURST, Mr Walter",23,Engineering Crew,,Southampton,Fireman,B 
"HUTCHINSON, Mr John Hall",28,Deck Crew,,Belfast,Carpenter / Joiner,
"HUTCHISON, Mr James",31,Victualling Crew,,Southampton,Vegetable Cook,[250]
"HUTTON, Mr George",37,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"HYLAND, Mr Leo James",19,Victualling Crew,,Southampton,Steward (3rd Class),11
"HYMAN, Mr Joseph Abraham",31,3rd Class Passenger,3470£7 17s 9d,Southampton,Framer,13* 
"IBR?H?M, Mr Husayn Mahm?d Husayn",11,3rd Class Passenger,2699£18 15s 9d,Cherbourg,,
"IBR?H?M, Mrs S?fiyah",18,3rd Class Passenger,2657£7 4s 7d,Cherbourg,,
"IBR?H?M-SHAWAH, Mr Y?suf H?n?",33,3rd Class Passenger,2627£14 9s 2d,Cherbourg,,
"ICARD, Miss Rose Amélie",39,1st Class PassengerServant,113572£80,Southampton,Personal Maid,6
"IDE, Mr Harry John",31,Victualling Crew,,Southampton,1st Class Bedroom Steward,
"ILETT, Miss Bertha",17,2nd Class Passenger,14885£10 10s,Southampton,,14
"ILIEV, Mr Ilyo",32,3rd Class Passenger,349220£7 17s 11d,Southampton,General Labourer,
"ILMAKANGAS, Miss Ida Livija",17,3rd Class Passenger,3101270£7 18s 6d,Southampton,Servant,
"ILMAKANGAS, Miss Pieta Sofia",25,3rd Class Passenger,3101271£7 18s 6d,Southampton,Servant,
"INGRAM, Mr George",19,Engineering Crew,,Southampton,Trimmer,[204]
"INGROUILLE, Mr Henry",21,Victualling Crew,,Southampton,Steward,
"INGS, Mr William Ernest",20,Victualling Crew,,Southampton,Scullion,
"INSTANCE, Mr Thomas",31,Engineering Crew,,Southampton,Fireman,
"ISHAM, Miss Ann Elizabeth",50,1st Class Passenger,17595£28 14s 3d,Cherbourg,,
"ISMAY, Mr Joseph Bruce",49,1st Class Passenger,112058,Southampton,Shipowner,C 
"IVYANOV, Mr Kostya",20,3rd Class Passenger,349201£7 17s 11d,Southampton,General Labourer,
"JABBUR (ZABOUR), Miss Thamine",19,3rd Class Passenger,2665£14 9s 1d,Cherbourg,Housekeeper,
"JABBUR (ZABOUR), Miss Hileni",16,3rd Class Passenger,2665£14 9s 1d,Cherbourg,Housekeeper,[328]
"JACKOPSON, Mr John Henry",30,Engineering Crew,,Southampton,Fireman,
"JACKSON, Mr Cecil",22,Victualling Crew,,Belfast,Assistant boots steward (1st class),
"JACOBSEN, Mrs Gunhilde Oline 'Lena'",63,3rd Class Passenger,65305£8 2s 3d,Southampton,,
